circuit_name,deenergize_time,restoration_time,time_out_min,key_communities,hftd_tier,total_affected,residential_affected,zip_code,longitude,latitude,substn_present,total_pop,median_age,median_income,white_pct,tmin_d-4,tmax_d-4,wspd_d-4,tmin_d-3,tmax_d-3,wspd_d-3,tmin_d-2,tmax_d-2,wspd_d-2,tmin_d-1,tmax_d-1,wspd_d-1,tmin_d-0,tmax_d-0,wspd_d-0
SONOMA,2021-08-17 19:19:00,2021-08-18 12:43:00,1044.0,SONOMA,3.0,37.0,30.0,95476,-122.462091289953,38.2765392653175,True,37150.0,52.2,87374.0,0.7746971736204576,13.0,22.0,12.6,13.0,27.0,8.2,13.0,28.0,7.1,12.0,31.0,6.9,,,
SONOMA,2021-08-17 19:27:00,2021-08-18 13:23:00,1076.0,SONOMA,2.0,184.0,162.0,95476,-122.462091289953,38.2765392653175,True,37150.0,52.2,87374.0,0.7746971736204576,13.0,22.0,12.6,13.0,27.0,8.2,13.0,28.0,7.1,12.0,31.0,6.9,,,
STILLWATER,2021-08-17 18:56:00,2021-08-19 11:59:00,2463.0,SHASTA,2.0,706.0,601.0,96019,-122.349775180719,40.6777634918824,True,10216.0,38.6,48586.0,0.8787196554424432,21.7,35.6,2.5,22.2,41.1,4.0,22.8,46.7,6.1,23.9,38.3,3.2,,,
STILLWATER,2021-08-17 18:27:00,2021-08-19 17:13:00,2806.0,SHASTA,2.0,1384.0,1338.0,96019,-122.349775180719,40.6777634918824,True,10216.0,38.6,48586.0,0.8787196554424432,21.7,35.6,2.5,22.2,41.1,4.0,22.8,46.7,6.1,23.9,38.3,3.2,,,
TYLER,2021-08-17 18:22:00,2021-08-19 08:05:00,2263.0,TEHAMA,2.0,765.0,653.0,96080,-122.208840881355,40.1384747493391,True,31009.0,39.7,49259.0,0.8696507465574511,21.1,37.8,5.8,23.3,40.6,6.8,23.3,44.4,10.1,23.9,38.3,7.6,,,
VACAVILLE,2021-08-17 20:36:00,2021-08-18 14:45:00,1089.0,SOLANO,2.0,25.0,24.0,95688,-121.980501019394,38.3565241316156,True,38114.0,39.9,98579.0,0.7270556750800231,17.8,36.1,9.8,20.0,40.6,8.6,17.8,37.8,7.5,18.3,41.1,10.0,,,
VACAVILLE,2021-08-17 18:28:00,2021-08-19 09:36:00,2348.0,SOLANO,2.0,295.0,212.0,95688,-121.980501019394,38.3565241316156,True,38114.0,39.9,98579.0,0.7270556750800231,17.8,36.1,9.8,20.0,40.6,8.6,17.8,37.8,7.5,18.3,41.1,10.0,,,
VOLTA,2021-08-17 18:20:00,2021-08-19 16:28:00,2768.0,"SHASTA, TEHAMA",3.0,1126.0,927.0,96059,-121.866432819395,40.459551266657,True,478.0,70.3,108102.0,0.9560669456066946,21.7,35.6,2.5,22.2,41.1,4.0,22.8,46.7,6.1,23.9,38.3,3.2,,,
VOLTA,2021-08-17 18:23:00,2021-08-19 18:27:00,2884.0,SHASTA,3.0,2584.0,2393.0,96059,-121.866432819395,40.459551266657,True,478.0,70.3,108102.0,0.9560669456066946,21.7,35.6,2.5,22.2,41.1,4.0,22.8,46.7,6.1,23.9,38.3,3.2,,,
WHITMORE,2021-08-17 18:43:00,2021-08-18 19:00:00,1457.0,SHASTA,3.0,271.0,241.0,96096,-121.915818069377,40.6290338570395,True,718.0,54.0,54844.0,0.8969359331476323,21.7,35.6,2.5,22.2,41.1,4.0,22.8,46.7,6.1,23.9,38.3,3.2,,,
WILDWOOD,2021-08-17 17:44:00,2021-08-18 21:45:00,1681.0,"SHASTA, TEHAMA",2.0,6.0,3.0,96076,-123.04410400728,40.3871697412196,True,201.0,64.3,27619.0,0.681592039800995,21.7,35.6,2.5,22.2,41.1,4.0,22.8,46.7,6.1,23.9,38.3,3.2,,,
ARBUCKLE,2021-09-20 06:05:00,2021-09-20 15:45:00,580.0,COLUSA,0.0,3.0,2.0,95912,-122.061394824657,39.0174796788883,True,5112.0,34.5,64923.0,0.738849765258216,12.0,28.0,8.3,11.0,30.9,9.2,13.0,26.0,15.6,14.0,27.0,11.8,,,
ARBUCKLE,2021-09-20 06:09:00,2021-09-20 15:51:00,582.0,"YOLO, COLUSA",2.0,13.0,9.0,95912,-122.061394824657,39.0174796788883,True,5112.0,34.5,64923.0,0.738849765258216,12.0,28.0,8.3,11.0,30.9,9.2,13.0,26.0,15.6,14.0,27.0,11.8,,,
CORNING,2021-09-20 06:10:00,2021-09-21 00:45:00,1115.0,TEHAMA,2.0,841.0,773.0,96021,-122.187589675832,39.9324315142755,True,14970.0,37.3,45455.0,0.7546426185704743,14.4,32.2,5.4,13.3,32.2,11.5,14.4,22.8,14.0,15.0,27.2,12.2,,,
CORNING,2021-09-20 06:18:00,2021-09-20 19:13:00,775.0,TEHAMA,2.0,291.0,230.0,96021,-122.187589675832,39.9324315142755,True,14970.0,37.3,45455.0,0.7546426185704743,14.4,32.2,5.4,13.3,32.2,11.5,14.4,22.8,14.0,15.0,27.2,12.2,,,
CORTINA,2021-09-20 06:11:00,2021-09-20 16:12:00,601.0,COLUSA,2.0,8.0,4.0,95987,-122.223334911058,39.1205447354015,True,6040.0,30.7,72500.0,0.8038079470198676,12.0,28.0,8.3,11.0,30.9,9.2,13.0,26.0,15.6,14.0,27.0,11.8,,,
GLENN,2021-09-20 06:33:00,2021-09-20 16:54:00,621.0,GLENN,2.0,5.0,3.0,95963,-122.142904054826,39.7779130443667,True,15904.0,35.5,49937.0,0.8245724346076458,6.6,28.1,6.9,9.0,31.9,10.6,12.7,28.3,22.0,12.9,32.6,18.1,,,
HIGHLANDS,2021-09-20 06:08:00,2021-09-20 17:49:00,701.0,LAKE,2.0,51.0,36.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,12.8,27.2,9.9,12.2,28.3,11.9,13.9,25.0,21.3,13.9,27.8,11.5,,,
MADISON,2021-09-20 06:13:00,2021-09-20 15:33:00,560.0,YOLO,2.0,10.0,0.0,95653,-121.969346981372,38.670686014266,True,502.0,53.4,42985.0,0.4581673306772908,12.0,28.0,8.3,11.0,30.9,9.2,13.0,26.0,15.6,14.0,27.0,11.8,,,
MAXWELL,2021-09-20 06:14:00,2021-09-20 17:59:00,705.0,COLUSA,2.0,44.0,29.0,95955,-122.153288873796,39.2769599631538,True,1513.0,35.8,47083.0,0.7276933245208196,6.6,28.1,6.9,9.0,31.9,10.6,12.7,28.3,22.0,12.9,32.6,18.1,,,
MONTICELLO,2021-09-20 06:40:00,2021-09-20 14:23:00,463.0,NAPA,2.0,8.0,0.0,94558,-122.214463638288,38.5085165894211,True,66854.0,43.0,97759.0,0.7743740090346127,12.8,27.2,9.9,12.2,28.3,11.9,13.9,25.0,21.3,13.9,27.8,11.5,,,
PUTAH CREEK,2021-09-20 06:16:00,2021-09-20 15:17:00,541.0,YOLO,2.0,9.0,3.0,95694,-121.995080945512,38.5228267541182,True,10549.0,38.5,87097.0,0.8259550668309792,12.0,28.0,8.3,11.0,30.9,9.2,13.0,26.0,15.6,14.0,27.0,11.8,,,
TYLER,2021-09-20 06:20:00,2021-09-20 16:42:00,622.0,TEHAMA,2.0,237.0,177.0,96080,-122.208840881355,40.1384747493391,True,31009.0,39.7,49259.0,0.8696507465574511,14.4,32.2,5.4,13.3,32.2,11.5,14.4,22.8,14.0,15.0,27.2,12.2,,,
VACAVILLE,2021-09-20 06:56:00,2021-09-20 15:38:00,522.0,SOLANO,2.0,802.0,716.0,95688,-121.980501019394,38.3565241316156,True,38114.0,39.9,98579.0,0.7270556750800231,12.8,27.2,9.9,12.2,28.3,11.9,13.9,25.0,21.3,13.9,27.8,11.5,,,
VACAVILLE,2021-09-20 06:18:00,2021-09-20 14:52:00,514.0,SOLANO,2.0,45.0,17.0,95688,-121.980501019394,38.3565241316156,True,38114.0,39.9,98579.0,0.7270556750800231,12.8,27.2,9.9,12.2,28.3,11.9,13.9,25.0,21.3,13.9,27.8,11.5,,,
ANDERSON,2021-10-11 06:20:00,2021-10-12 09:18:00,1618.0,SHASTA,2.0,68.0,63.0,96007,-122.305045896869,40.4497341175796,True,23670.0,39.6,48996.0,0.8512885509083228,10.6,23.3,6.5,6.1,20.6,8.6,10.0,26.1,3.2,6.7,28.9,9.0,,,
ANTELOPE,2021-10-11 07:22:00,2021-10-12 12:24:00,1742.0,KERN,2.0,7.0,1.0,93249,-119.996434471425,35.6579011990992,True,1959.0,23.6,35833.0,0.7258805513016845,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
ARBUCKLE,2021-10-11 06:51:00,2021-10-12 15:06:00,1935.0,COLUSA,0.0,3.0,2.0,95912,-122.061394824657,39.0174796788883,True,5112.0,34.5,64923.0,0.738849765258216,11.0,23.0,10.2,11.0,20.0,13.1,8.0,25.0,9.2,7.0,27.0,8.9,,,
ARBUCKLE,2021-10-11 07:01:00,2021-10-12 15:40:00,1959.0,"YOLO, COLUSA",2.0,12.0,8.0,95912,-122.061394824657,39.0174796788883,True,5112.0,34.5,64923.0,0.738849765258216,11.0,23.0,10.2,11.0,20.0,13.1,8.0,25.0,9.2,7.0,27.0,8.9,,,
AVENAL,2021-10-11 07:35:00,2021-10-12 17:46:00,2051.0,KINGS,0.0,4.0,0.0,93204,-120.117158323147,35.9781222351611,True,13033.0,29.4,49781.0,0.41793907772577304,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
BIG BEND,2021-10-11 04:02:00,2021-10-12 11:28:00,1886.0,BUTTE,3.0,264.0,238.0,95965,-121.491517892521,39.6773546412159,True,20681.0,37.0,35668.0,0.6508389342875103,12.6,21.4,8.2,10.2,20.3,13.4,10.1,16.0,9.1,6.1,13.9,6.3,,,
BRENTWOOD,2021-10-11 09:11:00,2021-10-12 17:26:00,1935.0,CONTRA COSTA,2.0,73.0,34.0,94513,-121.676763202789,37.9190574345377,True,65454.0,41.3,112302.0,0.6169218076817307,14.0,23.0,35.5,13.0,20.0,33.8,11.0,22.0,14.4,10.0,27.0,14.9,,,
BUCKS CREEK,2021-10-11 04:23:00,2021-10-12 15:20:00,2097.0,PLUMAS,3.0,314.0,263.0,95984,-121.283901163118,39.9864072907691,True,303.0,58.2,,0.49174917491749176,4.0,16.0,8.5,1.0,14.0,10.7,-3.0,17.0,6.4,-3.0,20.0,8.0,,,
CALISTOGA,2021-10-11 07:11:00,2021-10-12 15:56:00,1965.0,NAPA,3.0,88.0,62.0,94515,-122.578610444001,38.592088042243,True,7525.0,47.7,85263.0,0.7918936877076412,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
CALPINE,2021-10-11 08:01:00,2021-10-14 15:22:00,4761.0,"SONOMA, LAKE",3.0,15.0,2.0,91901,-116.789894264748,32.8277326448652,True,17896.0,41.3,93214.0,0.8579012069736254,15.0,18.9,7.0,12.2,17.8,8.9,8.9,21.1,5.4,5.6,26.1,5.8,,,
CALPINE,2021-10-11 08:01:00,2021-10-14 15:22:00,4761.0,"SONOMA, LAKE",0.0,0.0,0.0,91901,-116.789894264748,32.8277326448652,True,17896.0,41.3,93214.0,0.8579012069736254,15.0,18.9,7.0,12.2,17.8,8.9,8.9,21.1,5.4,5.6,26.1,5.8,,,
CAMBRIA,2021-10-11 12:40:00,2021-10-12 14:41:00,1561.0,SAN LUIS OBISPO,2.0,28.0,23.0,93428,-121.115379220115,35.6004260549183,True,5758.0,60.5,74004.0,0.8443904133379646,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
CANTUA,2021-10-11 07:28:00,2021-10-12 17:16:00,2028.0,FRESNO,0.0,2.0,0.0,93210,-120.341655758022,36.429313560641,True,18339.0,33.9,61808.0,0.53966955668248,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
CARBONA,2021-10-11 08:46:00,2021-10-12 14:55:00,1809.0,SAN JOAQUIN,0.0,2.0,0.0,95377,-121.41668141791,37.6922394549304,True,32599.0,36.9,119614.0,0.44636338537991965,14.0,23.0,35.5,13.0,20.0,33.8,11.0,22.0,14.4,10.0,27.0,14.9,,,
CHOLAME,2021-10-11 07:27:00,2021-10-12 12:49:00,1762.0,"MONTEREY, SAN LUIS OBISPO",2.0,33.0,16.0,93461,-120.336230555319,35.686549999485,True,1437.0,38.9,61250.0,0.7313848295059151,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
CLARK ROAD,2021-10-11 04:07:00,2021-10-12 10:58:00,1851.0,BUTTE,3.0,480.0,419.0,95965,-121.635508221299,39.6545213308009,True,20681.0,37.0,35668.0,0.6508389342875103,12.6,21.4,8.2,10.2,20.3,13.4,10.1,16.0,9.1,6.1,13.9,6.3,,,
CLAYTON,2021-10-11 08:58:00,2021-10-12 15:51:00,1853.0,CONTRA COSTA,3.0,522.0,433.0,94521,-121.969107148625,37.944100251997,True,42891.0,41.1,104141.0,0.6742440138956891,14.0,23.0,35.5,13.0,20.0,33.8,11.0,22.0,14.4,10.0,27.0,14.9,,,
CLOVERDALE,2021-10-11 06:35:00,2021-10-12 10:52:00,1697.0,SONOMA,3.0,38.0,23.0,95425,-123.010286836469,38.7971515705121,True,11144.0,46.5,81905.0,0.8062634601579325,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
COALINGA NO 1,2021-10-11 07:48:00,2021-10-12 18:31:00,2083.0,FRESNO,0.0,77.0,53.0,93210,-120.344229142448,36.1362032908975,True,18339.0,33.9,61808.0,0.53966955668248,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
COALINGA NO 1,2021-10-11 07:29:00,2021-10-12 20:08:00,2199.0,FRESNO,0.0,6.0,0.0,93210,-120.344229142448,36.1362032908975,True,18339.0,33.9,61808.0,0.53966955668248,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
COALINGA NO 2,2021-10-11 07:22:00,2021-10-12 15:58:00,1956.0,FRESNO,0.0,87.0,60.0,93210,-120.344229142448,36.1362032908975,True,18339.0,33.9,61808.0,0.53966955668248,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
CORNING,2021-10-11 01:40:00,2021-10-12 12:06:00,2066.0,TEHAMA,2.0,895.0,807.0,96021,-122.187589675832,39.9324315142755,True,14970.0,37.3,45455.0,0.7546426185704743,9.4,22.2,7.9,7.8,20.6,11.5,8.3,26.1,7.9,7.8,27.8,14.0,,,
CORNING,2021-10-11 01:34:00,2021-10-12 15:20:00,2266.0,TEHAMA,2.0,292.0,231.0,96021,-122.187589675832,39.9324315142755,True,14970.0,37.3,45455.0,0.7546426185704743,9.4,22.2,7.9,7.8,20.6,11.5,8.3,26.1,7.9,7.8,27.8,14.0,,,
CORTINA,2021-10-11 06:57:00,2021-10-12 14:49:00,1912.0,COLUSA,2.0,8.0,4.0,95987,-122.223334911058,39.1205447354015,True,6040.0,30.7,72500.0,0.8038079470198676,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
COTTONWOOD,2021-10-11 06:20:00,2021-10-12 10:40:00,1700.0,"SHASTA, TEHAMA",2.0,683.0,634.0,92356,-116.861264174494,34.3725536521034,True,6199.0,42.2,36701.0,0.8073882884336183,2.0,17.0,6.4,1.0,13.0,16.4,-1.0,12.0,7.8,-1.0,16.0,5.6,,,
CRESTA,2021-10-11 08:48:00,2021-10-12 13:56:00,1748.0,BUTTE,2.0,1.0,0.0,95965,-121.409487687072,39.8264341514293,True,20681.0,37.0,35668.0,0.6508389342875103,12.6,21.4,8.2,10.2,20.3,13.4,10.1,16.0,9.1,6.1,13.9,6.3,,,
DESCHUTES,2021-10-11 06:32:00,2021-10-12 11:40:00,1748.0,SHASTA,2.0,74.0,69.0,96073,-122.239804775683,40.5553528308284,True,4538.0,49.5,101576.0,0.9301454385191714,10.6,23.3,6.5,6.1,20.6,8.6,10.0,26.1,3.2,6.7,28.9,9.0,,,
DESCHUTES,2021-10-11 06:23:00,2021-10-12 12:14:00,1791.0,SHASTA,2.0,88.0,84.0,96073,-122.239804775683,40.5553528308284,True,4538.0,49.5,101576.0,0.9301454385191714,10.6,23.3,6.5,6.1,20.6,8.6,10.0,26.1,3.2,6.7,28.9,9.0,,,
DEVILS DEN,2021-10-11 07:31:00,2021-10-12 18:38:00,2107.0,KINGS,0.0,6.0,1.0,93249,-119.973788942899,35.7750083343641,True,1959.0,23.6,35833.0,0.7258805513016845,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
ELK CREEK,2021-10-11 04:21:00,2021-10-12 17:06:00,2205.0,"COLUSA, GLENN",2.0,855.0,695.0,95939,-122.542910391499,39.592913698156,True,592.0,36.1,46125.0,0.5945945945945946,14.3,24.3,9.2,12.6,23.6,15.6,13.5,27.4,12.3,16.8,24.0,9.6,,,
GEYSERVILLE,2021-10-11 06:30:00,2021-10-12 11:09:00,1719.0,SONOMA,3.0,28.0,13.0,95441,-122.907979646838,38.7098133923497,True,1696.0,49.9,111198.0,0.7930424528301887,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
GIRVAN,2021-10-11 06:38:00,2021-10-12 11:32:00,1734.0,SHASTA,3.0,1090.0,985.0,96001,-122.378774476649,40.5133273703814,True,34008.0,41.5,58673.0,0.8611797224182546,10.6,23.3,6.5,6.1,20.6,8.6,10.0,26.1,3.2,6.7,28.9,9.0,,,
GLENN,2021-10-11 04:00:00,2021-10-12 10:36:00,1836.0,GLENN,2.0,5.0,3.0,95963,-122.142904054826,39.7779130443667,True,15904.0,35.5,49937.0,0.8245724346076458,14.3,24.3,9.2,12.6,23.6,15.6,13.5,27.4,12.3,16.8,24.0,9.6,,,
GUSTINE,2021-10-11 08:27:00,2021-10-12 13:11:00,1724.0,MERCED,0.0,11.0,4.0,95322,-121.013041695569,37.2532361433299,True,10016.0,35.4,60478.0,0.5786741214057508,12.8,23.9,14.9,11.1,20.0,11.6,7.2,21.1,8.2,6.7,24.4,4.8,,,
HIGHLANDS,2021-10-11 06:41:00,2021-10-12 12:54:00,1813.0,LAKE,3.0,15.0,12.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
HIGHLANDS,2021-10-11 06:31:00,2021-10-12 11:57:00,1766.0,LAKE,2.0,1032.0,956.0,95422,-122.608908487464,38.9370612892731,True,15644.0,38.6,36623.0,0.6723983635898747,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
JESSUP,2021-10-11 06:54:00,2021-10-11 18:53:00,719.0,SHASTA,2.0,199.0,191.0,96007,-122.327758721788,40.4617928215709,True,23670.0,39.6,48996.0,0.8512885509083228,10.6,23.3,6.5,6.1,20.6,8.6,10.0,26.1,3.2,6.7,28.9,9.0,,,
JOLON,2021-10-11 11:35:00,2021-10-12 16:32:00,1737.0,MONTEREY,2.0,583.0,418.0,93930,-121.167958326985,36.0132417080003,True,17599.0,30.8,57007.0,0.3725779873856469,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
JOLON,2021-10-11 11:41:00,2021-10-12 11:54:00,1453.0,MONTEREY,2.0,18.0,0.0,93930,-121.167958326985,36.0132417080003,True,17599.0,30.8,57007.0,0.3725779873856469,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
KANAKA,2021-10-11 05:15:00,2021-10-12 10:50:00,1775.0,BUTTE,3.0,9.0,7.0,95966,-121.305578305685,39.5751864763597,True,29444.0,45.2,48228.0,0.7719399538106235,12.6,21.4,8.2,10.2,20.3,13.4,10.1,16.0,9.1,6.1,13.9,6.3,,,
KETTLEMAN HILLS,2021-10-11 07:25:00,2021-10-12 15:20:00,1915.0,FRESNO,0.0,1.0,0.0,93204,-120.111391654039,36.0435944476891,True,13033.0,29.4,49781.0,0.41793907772577304,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
KING CITY,2021-10-11 08:20:00,2021-10-12 17:48:00,2008.0,"SAN BENITO, MONTEREY",0.0,23.0,19.0,93930,-121.127146889736,36.2169972915545,True,17599.0,30.8,57007.0,0.3725779873856469,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
KONOCTI,2021-10-11 06:21:00,2021-10-12 10:00:00,1659.0,LAKE,3.0,47.0,40.0,95451,-122.741006289886,38.9323303616213,True,12031.0,43.1,54189.0,0.707173136065165,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
LAMONT,2021-10-11 12:20:00,2021-10-12 10:58:00,1358.0,KERN,2.0,5.0,0.0,93307,-118.861432427075,35.296774246433,True,86273.0,26.8,42128.0,0.6576681001008426,16.7,27.2,10.8,11.1,20.0,10.4,8.9,21.7,6.8,10.6,25.0,7.9,,,
LAMONT,2021-10-11 12:07:00,2021-10-12 10:57:00,1370.0,KERN,2.0,2.0,0.0,93307,-118.861432427075,35.296774246433,True,86273.0,26.8,42128.0,0.6576681001008426,16.7,27.2,10.8,11.1,20.0,10.4,8.9,21.7,6.8,10.6,25.0,7.9,,,
LOGAN CREEK,2021-10-11 04:02:00,2021-10-12 10:09:00,1807.0,GLENN,2.0,8.0,3.0,95988,-122.263050854464,39.5395111907149,True,8460.0,41.2,53855.0,0.7887706855791962,14.3,24.3,9.2,12.6,23.6,15.6,13.5,27.4,12.3,16.8,24.0,9.6,,,
LONE TREE,2021-10-11 08:34:00,2021-10-12 15:56:00,1882.0,CONTRA COSTA,2.0,44.0,33.0,94531,-121.759797566478,37.9462358746114,True,42163.0,36.6,104275.0,0.3263524891492541,14.0,23.0,35.5,13.0,20.0,33.8,11.0,22.0,14.4,10.0,27.0,14.9,,,
LOS MOLINOS,2021-10-11 06:44:00,2021-10-12 10:31:00,1667.0,TEHAMA,2.0,7.0,7.0,96055,-122.096117770772,40.0341998795766,True,4194.0,42.4,61864.0,0.871244635193133,9.4,22.2,7.9,7.8,20.6,11.5,8.3,26.1,7.9,7.8,27.8,14.0,,,
LOS OSITOS,2021-10-11 07:28:00,2021-10-12 17:36:00,2048.0,"SAN BENITO, MONTEREY, FRESNO",2.0,116.0,66.0,93930,-121.200260720885,36.2938115527876,True,17599.0,30.8,57007.0,0.3725779873856469,8.9,22.8,12.0,11.7,21.7,15.4,3.9,23.9,8.3,4.4,26.7,5.2,,,
MADISON,2021-10-11 06:33:00,2021-10-12 14:41:00,1928.0,YOLO,2.0,31.0,20.0,95653,-121.969346981372,38.670686014266,True,502.0,53.4,42985.0,0.4581673306772908,11.0,23.0,10.2,11.0,20.0,13.1,8.0,25.0,9.2,7.0,27.0,8.9,,,
MADISON,2021-10-11 07:08:00,2021-10-12 17:30:00,2062.0,YOLO,2.0,242.0,155.0,95653,-121.969346981372,38.670686014266,True,502.0,53.4,42985.0,0.4581673306772908,11.0,23.0,10.2,11.0,20.0,13.1,8.0,25.0,9.2,7.0,27.0,8.9,,,
MAGUNDEN,2021-10-11 12:13:00,2021-10-12 11:01:00,1368.0,KERN,2.0,11.0,8.0,93306,-118.921731728524,35.3611268252774,True,74296.0,31.3,54450.0,0.6981398729406697,16.7,27.2,10.8,11.1,20.0,10.4,8.9,21.7,6.8,10.6,25.0,7.9,,,
MAXWELL,2021-10-11 04:23:00,2021-10-12 14:43:00,2060.0,COLUSA,2.0,44.0,29.0,95955,-122.153288873796,39.2769599631538,True,1513.0,35.8,47083.0,0.7276933245208196,14.3,24.3,9.2,12.6,23.6,15.6,13.5,27.4,12.3,16.8,24.0,9.6,,,
MIDDLETOWN,2021-10-11 06:14:00,2021-10-12 16:55:00,2081.0,"NAPA, SONOMA, LAKE",3.0,487.0,411.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
MIDDLETOWN,2021-10-11 06:20:00,2021-10-12 14:43:00,1943.0,LAKE,3.0,2301.0,2088.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
MIDDLETOWN,2021-10-11 06:28:00,2021-10-12 14:15:00,1907.0,LAKE,3.0,5.0,3.0,95461,-122.608722488845,38.7529172124159,True,2714.0,55.1,52314.0,0.9347826086956522,6.7,19.4,6.7,6.1,19.4,6.0,6.7,22.8,5.4,4.4,26.7,7.1,,,
MONTICELLO,2021-10-11 06:17:00,2021-10-12 16:53:00,2076.0,"NAPA, SOLANO",3.0,1133.0,905.0,94558,-122.214463638288,38.5085165894211,True,66854.0,43.0,97759.0,0.7743740090346127,13.3,22.8,15.3,10.6,21.1,15.5,8.3,25.0,7.6,6.7,26.7,6.9,,,
OILFIELDS,2021-10-11 12:20:00,2021-10-12 12:05:00,1425.0,MONTEREY,2.0,177.0,132.0,92283,-114.984140069096,33.053600687368,True,1730.0,34.0,27014.0,0.35895953757225435,22.8,31.7,13.6,21.1,26.7,20.5,17.2,30.0,11.2,13.9,30.0,7.5,,,
PANORAMA,2021-10-11 06:56:00,2021-10-12 10:51:00,1675.0,"SHASTA, TEHAMA",2.0,791.0,777.0,96007,-122.267922974427,40.4343679017283,True,23670.0,39.6,48996.0,0.8512885509083228,10.6,23.3,6.5,6.1,20.6,8.6,10.0,26.1,3.2,6.7,28.9,9.0,,,
PANORAMA,2021-10-11 06:23:00,2021-10-12 11:41:00,1758.0,"SHASTA, TEHAMA",2.0,120.0,92.0,96007,-122.267922974427,40.4343679017283,True,23670.0,39.6,48996.0,0.8512885509083228,10.6,23.3,6.5,6.1,20.6,8.6,10.0,26.1,3.2,6.7,28.9,9.0,,,
PERRY,2021-10-11 11:48:00,2021-10-12 12:27:00,1479.0,SAN LUIS OBISPO,3.0,58.0,43.0,92231,-115.490758318005,32.6871027718258,True,39884.0,34.7,42739.0,0.6830307892889379,22.8,31.7,13.6,21.1,26.7,20.5,17.2,30.0,11.2,13.9,30.0,7.5,,,
PUEBLO,2021-10-11 06:29:00,2021-10-12 12:31:00,1802.0,NAPA,2.0,37.0,24.0,94558,-122.299453436491,38.345219808788,True,66854.0,43.0,97759.0,0.7743740090346127,7.8,19.4,10.7,10.0,20.0,17.9,7.8,22.2,8.9,5.6,25.0,10.0,,,
PUEBLO,2021-10-11 07:09:00,2021-10-12 13:29:00,1820.0,NAPA,2.0,117.0,71.0,94558,-122.299453436491,38.345219808788,True,66854.0,43.0,97759.0,0.7743740090346127,7.8,19.4,10.7,10.0,20.0,17.9,7.8,22.2,8.9,5.6,25.0,10.0,,,
PUTAH CREEK,2021-10-11 07:39:00,2021-10-12 18:35:00,2096.0,"YOLO, SOLANO",2.0,272.0,185.0,95694,-121.995080945512,38.5228267541182,True,10549.0,38.5,87097.0,0.8259550668309792,11.0,23.0,10.2,11.0,20.0,13.1,8.0,25.0,9.2,7.0,27.0,8.9,,,
PUTAH CREEK,2021-10-11 07:11:00,2021-10-12 17:36:00,2065.0,"YOLO, SOLANO",2.0,57.0,50.0,95694,-121.995080945512,38.5228267541182,True,10549.0,38.5,87097.0,0.8259550668309792,11.0,23.0,10.2,11.0,20.0,13.1,8.0,25.0,9.2,7.0,27.0,8.9,,,
